Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
M3gastan,9,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
yllneverbealone,2295,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
Just_Heartless_,2327,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
boog3rsugar,11949,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
nicklin_jn,821,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
NJFresco,93,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,
tiffadega,1106,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
M3gastan,9,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
18_alondra_18,1763,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
reasanchezz,107,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
BaronDestructo,20763,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
SammieEllen97,1044,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Hous_natali,107,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Ariellamermaid_,1469,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
dreamingxofxnyc,478,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
NadiaManzueta,99,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
JackOrmerod_,1879,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
AltsVallejoV2,1392,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
itsjingger,1071,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Mommamia13My,3361,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
T_A_34,7,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
guiltyp_uknowme,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
xparislashay,744,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Devon_somes,11,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
getcarrielove,160,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
BudHeckman,1799,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
amxldn,817,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ChrisDamor,139,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
juicyjonjames,3,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
needyvlogs,1145,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
holanurin,38,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
manubitencourt_,717,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
getcarrielove,160,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
shawnsdavids,9334,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
NChammakhi,103,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
ninjasdesbois,1884,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
PrinceNaj3,6,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ssweet_tragedy,882,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
evtgoes,121,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
starkssblood,222,92,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
oliviarheiley,20,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
dahlia_abishai,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
sophiastargirl,202,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
danielolleCTO,485,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
rmcards4u,77,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
OliverBM6,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
daniellewyattt,338,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
lestatxs,506,92,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
x3bec,94,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
cheesesteak87,175,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
K0UGAMl,73,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
Kayy_ZA,2447,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
princess_mishyy,43,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
SeanMcn99075899,3,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
TravisTurnerTO,583,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
Lexiii_1997,225,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
frogoshii,264,92,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
casey270,837,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
alyssa_skibbeee,472,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
aliensonIy,1308,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
sofiaspov,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Butters360,701,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
the_alexmchugh,577,92,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
Rosalalalina_,581,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
AriffBobock,43,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
TheNickSalazar,609,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
msperez365,404,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
DIEmondHUNter04,104,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
abi_bfc,1330,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
samjaneharris,368,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
EatGreedyFit,3637,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC,
harrysmadre,110,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
kelecie,1029,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
thejealousone,510,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
asharma,7608,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
israel_Arturo2,50,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
sunnysaverage,498,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Netflixhelps,248389,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,
amelhop50694476,1,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
themartincox,32434,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Harrudanji,1816,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
kmi2ne,198,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
floydisco,118,92,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
singularitycth,676,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
HamlineJustin,46,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
lovely_kjjong,110,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
Itskiersten,748,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
SportsDroppings,627,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
YemidotCom,137,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
SamirLevi,708,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
SheilaS7777777,7,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
dopamine211,72,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
NationSpursXxX,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Le_Basique,70,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
yaelia6,9,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
2whoa4u,232,86,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,
deophage,771,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
hradzka,5392,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
nundmc,1131,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
phyzu,267,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
jackieeBaeza,1985,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
NaturalTweet2,19,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
miluciifx,194,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
hair_moments,18,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Thiago40875939,5,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
JanaFuhrmann4,0,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
lmfaoitskai,71,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
snookz91,194,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
_harleycampbell,651,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
JAEBlRD,1206,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
vykool,60,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
AuthorCourtneyM,28,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
Kilfarlioglu,791,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
TYTHOMDAGAWD,1325,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
bad_dominicana,44198,86,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
Runn1ngMach1ne,379,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
TheNhouDuk,131,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
wannacarat__,365,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ORMEIS_project,27,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
ampologist97,11,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
toxic_trinka,0,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
ShannonLund48,21,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
_anacorona,374,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
n_e_e_d_y,154,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
kelseyangelaj,93,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
ahoykaspbrak,2318,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
MillieCordelia,976,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
SolanaRecruits,36,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
Ik3chukwu_M,1188,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
alan_nafzger,499,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
LordKabelo,1285,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
lilkandavert,709,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
TheCoalemus,89,94,P+,DISAGREEMENT,OBJECTIVE,NONIRONIC,
whaddupashleyy,157,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
UrbanPhilosoph3,0,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
ezekiel23twenty,28,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
WarriorGrampa,1,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
kwakutantuo,2824,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
BrianSoJuicy,580,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
MrJay152,554,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
PunkMaster9,2,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
TwoPoundPunt,36085,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
PhilCoulson102,2305,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
winterfvll,1984,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
skralra,4897,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ColeyyyColeee,461,92,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
DesignClw,1487,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Kayla_Avery1,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ezekiel23twenty,28,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
gittycity,609,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,
DanysMhysa,820,82,P+,AGREEMENT,SUBJECTIVE,IRONIC,
JamesRRubec,1894,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
TheBakingBitchh,247,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
mcubellark,1423,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
realizesina,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
tiaa_nae,867,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
WaydeR,304,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
MissNanyanzi,101,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
SunnyyTsunamii,1927,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
PabloCorbyn,1188,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
nehajay_,1752,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
Alxclm_,268,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
BIGBOX_LDN,1804,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
Rosemarytejedaa,46,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
TalkingMovies3,267,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
angela_navor,80,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
cocotacinderela,85,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
retweetmy2cents,6602,98,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
maisiesobey,246,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
Katz3nbarZeit,317,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
saoirselardner,155,94,N+,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
EldestDamon,7017,86,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
Tlotliso_jer,41,98,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
James__McAteer,15,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
SandersDiva,1,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
thedanidoodles,552,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
dselwyns,753,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Vict0rMeldrew,528,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
cozyruins,168,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
BallHardDave,6261,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
BroadSwoard,493,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,
marshallrobby,225,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
tlkfsthood,2235,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
AndKrew_,1635,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
yoongizwife,115,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
KnoMoor,1306,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
V2REJ,894,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
_msjarreau,795,90,P+,AGREEMENT,SUBJECTIVE,IRONIC,
_mariiaax,87,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
GreatBookStudy,106,98,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
Wyatt1116,1255,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
j_98ab,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Wyatt1116,1255,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
Amodan_com,42,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
_ooS9,35,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
guavajuyce,331,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
theginag_,760,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
maripoza67,198,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
Elijah_GCohen,852,92,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
BloggedByRain,7730,97,P,AGREEMENT,OBJECTIVE,NONIRONIC,
McBlaithin,139,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
Prudy_L_,455,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Becoming_Bryna,2785,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
daryltillman,857,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
S_MTCH,1110,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
lacrazymom,92,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
vinodkapri,80982,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
daviankrystal,214,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
mehuls,158,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
beatnixxx,99,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,
StuffFromSam,1607,86,P,DISAGREEMENT,OBJECTIVE,NONIRONIC,
dom_lefebvre,741,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
katherineteix,241,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
OsmanRdz,239,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ShannonLund48,21,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
allinthepass,1741,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
rrofb,296,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
silvaaa_22,643,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Kneon,5007,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
BonMotVivant,2592,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Truly_Jas,988,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
gbelfiore626,87,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
sbamueller,1045,98,P+,AGREEMENT,OBJECTIVE,NONIRONIC,
ZeldaKrup1,430,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
JohnDWalke,5327,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,
Lana__Michelle,1463,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,
JJMeath2377,353,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
FranCampbell18,1242,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
manongtt,2073,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
badtimemendes,6112,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
raspberrypjm,195,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
editorchandler,243,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Alexarenee1,15142,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC,
gah_severus,149,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,
LbgLuca,0,91,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
rebekahbxxo,293,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
vho_Rodney,733,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
NatalyaLaMexi,607,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
MarkPoppen,1280,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
ART4OA,10,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
sdotbeIIa,893,86,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
SmoggyDarnSarf,638,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
OKTXTeacher1,219,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
LondonGirlGang,64,92,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
SNOBHOPMEDIA,27,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
GodzillaIsland,1585,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
katespencee,451,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
netflixnbot,5,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
bbttychmbrs1,1524,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
churchmadefilms,272,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
HolleyPetrie500,101,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
CatariningApril,88,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
mar_hndrx,333,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
Hoi_Pollois,3358,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
areliarocky,193,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
Janey_Tate,1084,97,P,AGREEMENT,OBJECTIVE,NONIRONIC,
tiktoksteampunk,10,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
IacopoCampo,124,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
LewdCookies,290,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
AgurlulikeArt,64,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
ItsameWario48,708,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
yaelia6,9,86,N,DISAGREEMENT,OBJECTIVE,NONIRONIC,
VFXSociety,44995,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
juliagriiff,282,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
marijuaxa,292,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
AmyFugazi,3,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,
realdevinem,28,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
JoeMcEllin,421,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,
wendywales,80,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,
MillieCordelia,977,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
ThePetalPusha,1202,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,
Iam_jwxxiii,176,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,
ykgnikaaa,427,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,
YoungSamaSensei,583,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,
